Academic Year,University,Type of project,New or ongoing research projects,Source of research funding,Unit,Value,Remarks
2011/12,Hong Kong Baptist University,Research grants,On-going,Other UGC Grants,Amount (HK$ million),32,
2011/12,Hong Kong Baptist University,Research grants,New,RGC Direct,Amount (HK$ million),5,
2011/12,Hong Kong Baptist University,Research grants,On-going,RGC Direct,Amount (HK$ million),17,
2011/12,Hong Kong Baptist University,Research grants,New,Other RGC Grants,Amount (HK$ million),29,
2011/12,Hong Kong Baptist University,Research grants,On-going,Other RGC Grants,Amount (HK$ million),125,
2011/12,Hong Kong Baptist University,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),4,
2011/12,Hong Kong Baptist University,Research grants,New,HKSAR Government,Amount (HK$ million),18,
2011/12,Hong Kong Baptist University,Research grants,On-going,HKSAR Government,Amount (HK$ million),35,
2011/12,Hong Kong Baptist University,Research grants,New,Hong Kong Industry,Amount (HK$ million),1,
2011/12,Hong Kong Baptist University,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),1,
2011/12,Hong Kong Baptist University,Research grants,New,Hong Kong — other,Amount (HK$ million),7,
2011/12,Hong Kong Baptist University,Research grants,On-going,Hong Kong — other,Amount (HK$ million),13,
2011/12,Hong Kong Baptist University,Research grants,New,Non-HK,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2011/12,Hong Kong Baptist University,Research grants,On-going,Non-HK,Amount (HK$ million),2,
2011/12,The University of Hong Kong,Research contracts,New,Hong Kong charities/foundations,Amount (HK$ million),3,
2011/12,The University of Hong Kong,Research contracts,On-going,Hong Kong charities/foundations,Amount (HK$ million),16,
2011/12,The University of Hong Kong,Research contracts,New,HKSAR Government,Amount (HK$ million),20,
2011/12,The University of Hong Kong,Research contracts,On-going,HKSAR Government,Amount (HK$ million),249,
2011/12,The University of Hong Kong,Research contracts,New,Hong Kong Industry,Amount (HK$ million),11,
2011/12,The University of Hong Kong,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),402,
2011/12,The University of Hong Kong,Research contracts,New,Hong Kong — other,Amount (HK$ million),1,
2011/12,The University of Hong Kong,Research contracts,On-going,Hong Kong — other,Amount (HK$ million),87,
2011/12,The University of Hong Kong,Research contracts,New,Non-HK,Amount (HK$ million),19,
2011/12,The University of Hong Kong,Research contracts,On-going,Non-HK,Amount (HK$ million),214,
2011/12,The University of Hong Kong,Research grants,New,Block Grant,Amount (HK$ million),68,
2011/12,The University of Hong Kong,Research grants,On-going,Block Grant,Amount (HK$ million),283,
2011/12,The University of Hong Kong,Research grants,New,Other UGC Grants,Amount (HK$ million),79,
2011/12,The University of Hong Kong,Research grants,On-going,Other UGC Grants,Amount (HK$ million),1221,
2011/12,The University of Hong Kong,Research grants,New,RGC Direct,Amount (HK$ million),14,
2011/12,The University of Hong Kong,Research grants,On-going,RGC Direct,Amount (HK$ million),36,
2011/12,The University of Hong Kong,Research grants,New,Other RGC Grants,Amount (HK$ million),302,
2011/12,The University of Hong Kong,Research grants,On-going,Other RGC Grants,Amount (HK$ million),751,
2011/12,The University of Hong Kong,Research grants,New,Hong Kong charities/foundations,Amount (HK$ million),92,
2011/12,The University of Hong Kong,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),1509,
2011/12,The University of Hong Kong,Research grants,New,HKSAR Government,Amount (HK$ million),123,
2011/12,The University of Hong Kong,Research grants,On-going,HKSAR Government,Amount (HK$ million),592,
2011/12,The University of Hong Kong,Research grants,New,Hong Kong Industry,Amount (HK$ million),41,
2011/12,The University of Hong Kong,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),385,
2011/12,The University of Hong Kong,Research grants,New,Hong Kong — other,Amount (HK$ million),44,
2011/12,The University of Hong Kong,Research grants,On-going,Hong Kong — other,Amount (HK$ million),1079,
2011/12,The University of Hong Kong,Research grants,New,Non-HK,Amount (HK$ million),25,
2011/12,The University of Hong Kong,Research grants,On-going,Non-HK,Amount (HK$ million),311,
2011/12,The Hong Kong University of Science and Technology,Research contracts,On-going,HKSAR Government,Amount (HK$ million),3,
2011/12,The Hong Kong University of Science and Technology,Research contracts,New,Hong Kong Industry,Amount (HK$ million),48,
2011/12,The Hong Kong University of Science and Technology,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),511,
2011/12,The Hong Kong University of Science and Technology,Research grants,New,Block Grant,Amount (HK$ million),50,
2011/12,The Hong Kong University of Science and Technology,Research grants,On-going,Block Grant,Amount (HK$ million),279,
2011/12,The Hong Kong University of Science and Technology,Research grants,New,Other UGC Grants,Amount (HK$ million),9,
2011/12,The Hong Kong University of Science and Technology,Research grants,On-going,Other UGC Grants,Amount (HK$ million),50,
2011/12,The Hong Kong University of Science and Technology,Research grants,New,RGC Direct,Amount (HK$ million),7,
2011/12,The Hong Kong University of Science and Technology,Research grants,On-going,RGC Direct,Amount (HK$ million),29,
2011/12,The Hong Kong University of Science and Technology,Research grants,New,Other RGC Grants,Amount (HK$ million),149,
2011/12,The Hong Kong University of Science and Technology,Research grants,On-going,Other RGC Grants,Amount (HK$ million),464,
2011/12,The Hong Kong University of Science and Technology,Research grants,New,Hong Kong charities/foundations,Amount (HK$ million),13,
2011/12,The Hong Kong University of Science and Technology,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),19,
2011/12,The Hong Kong University of Science and Technology,Research grants,New,HKSAR Government,Amount (HK$ million),60,
2011/12,The Hong Kong University of Science and Technology,Research grants,On-going,HKSAR Government,Amount (HK$ million),239,
2011/12,The Hong Kong University of Science and Technology,Research grants,New,Hong Kong Industry,Amount (HK$ million),5,
2011/12,The Hong Kong University of Science and Technology,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),47,
2011/12,The Hong Kong University of Science and Technology,Research grants,New,Hong Kong — other,Amount (HK$ million),11,
2011/12,The Hong Kong University of Science and Technology,Research grants,On-going,Hong Kong — other,Amount (HK$ million),120,
2011/12,The Hong Kong University of Science and Technology,Research grants,New,Non-HK,Amount (HK$ million),90,
2011/12,The Hong Kong University of Science and Technology,Research grants,On-going,Non-HK,Amount (HK$ million),143,
2011/12,Lingnan University,Research grants,New,Block Grant,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2011/12,Lingnan University,Research grants,On-going,Block Grant,Amount (HK$ million),2,
2011/12,Lingnan University,Research grants,On-going,Other UGC Grants,Amount (HK$ million),4,
2011/12,Lingnan University,Research grants,New,RGC Direct,Amount (HK$ million),2,
2011/12,Lingnan University,Research grants,On-going,RGC Direct,Amount (HK$ million),6,
2011/12,Lingnan University,Research grants,New,Other RGC Grants,Amount (HK$ million),3,
2011/12,Lingnan University,Research grants,On-going,Other RGC Grants,Amount (HK$ million),8,
2011/12,Lingnan University,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),1,
2011/12,Lingnan University,Research grants,New,HKSAR Government,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2011/12,Lingnan University,Research grants,On-going,HKSAR Government,Amount (HK$ million),3,
2011/12,Lingnan University,Research grants,New,Hong Kong Industry,Amount (HK$ million),1,
2011/12,Lingnan University,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),1,
2011/12,Lingnan University,Research grants,New,Hong Kong — other,Amount (HK$ million),1,
2011/12,Lingnan University,Research grants,On-going,Hong Kong — other,Amount (HK$ million),2,
2011/12,Lingnan University,Research grants,On-going,Non-HK,Amount (HK$ million),2,
2011/12,The Hong Kong Polytechnic University,Research contracts,New,Hong Kong charities/foundations,Amount (HK$ million),5,
2011/12,The Hong Kong Polytechnic University,Research contracts,On-going,Hong Kong charities/foundations,Amount (HK$ million),11,
2011/12,The Hong Kong Polytechnic University,Research contracts,New,HKSAR Government,Amount (HK$ million),69,
2011/12,The Hong Kong Polytechnic University,Research contracts,On-going,HKSAR Government,Amount (HK$ million),244,
2011/12,The Hong Kong Polytechnic University,Research contracts,New,Hong Kong Industry,Amount (HK$ million),38,
2011/12,The Hong Kong Polytechnic University,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),87,
2011/12,The Hong Kong Polytechnic University,Research contracts,New,Hong Kong — other,Amount (HK$ million),6,
2011/12,The Hong Kong Polytechnic University,Research contracts,On-going,Hong Kong — other,Amount (HK$ million),13,
2011/12,The Hong Kong Polytechnic University,Research contracts,New,Non-HK,Amount (HK$ million),11,
2011/12,The Hong Kong Polytechnic University,Research contracts,On-going,Non-HK,Amount (HK$ million),48,
2011/12,The Hong Kong Polytechnic University,Research grants,New,Block Grant,Amount (HK$ million),48,
2011/12,The Hong Kong Polytechnic University,Research grants,On-going,Block Grant,Amount (HK$ million),384,
2011/12,The Hong Kong Polytechnic University,Research grants,New,Other UGC Grants,Amount (HK$ million),2,
2011/12,The Hong Kong Polytechnic University,Research grants,On-going,Other UGC Grants,Amount (HK$ million),97,
2011/12,The Hong Kong Polytechnic University,Research grants,New,RGC Direct,Amount (HK$ million),11,
2011/12,The Hong Kong Polytechnic University,Research grants,On-going,RGC Direct,Amount (HK$ million),45,
2011/12,The Hong Kong Polytechnic University,Research grants,New,Other RGC Grants,Amount (HK$ million),81,
2011/12,The Hong Kong Polytechnic University,Research grants,On-going,Other RGC Grants,Amount (HK$ million),262,
2011/12,The Hong Kong Polytechnic University,Research grants,New,Hong Kong charities/foundations,Amount (HK$ million),7,
2011/12,The Hong Kong Polytechnic University,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),74,
2011/12,The Hong Kong Polytechnic University,Research grants,New,HKSAR Government,Amount (HK$ million),14,
2011/12,The Hong Kong Polytechnic University,Research grants,On-going,HKSAR Government,Amount (HK$ million),68,
2011/12,The Hong Kong Polytechnic University,Research grants,New,Hong Kong Industry,Amount (HK$ million),5,
2011/12,The Hong Kong Polytechnic University,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),22,
2011/12,The Hong Kong Polytechnic University,Research grants,New,Hong Kong — other,Amount (HK$ million),46,
2011/12,The Hong Kong Polytechnic University,Research grants,On-going,Hong Kong — other,Amount (HK$ million),114,
2011/12,The Hong Kong Polytechnic University,Research grants,New,Non-HK,Amount (HK$ million),14,
2011/12,The Hong Kong Polytechnic University,Research grants,On-going,Non-HK,Amount (HK$ million),44,
2012/13,City University of Hong Kong,Research contracts,New,Hong Kong — other,Number,5,
2012/13,City University of Hong Kong,Research contracts,New,Hong Kong charities/foundations,Number,8,
2012/13,City University of Hong Kong,Research contracts,New,Hong Kong Industry,Number,1,
2012/13,City University of Hong Kong,Research contracts,New,Non-HK,Number,16,
2012/13,City University of Hong Kong,Research contracts,On-going,Hong Kong — other,Number,25,
2012/13,City University of Hong Kong,Research contracts,On-going,Hong Kong charities/foundations,Number,18,
2012/13,City University of Hong Kong,Research contracts,On-going,Hong Kong Industry,Number,2,
2012/13,City University of Hong Kong,Research contracts,On-going,Non-HK,Number,39,
2012/13,City University of Hong Kong,Research grants,New,Block Grant,Number,322,
2012/13,City University of Hong Kong,Research grants,New,HKSAR Government,Number,26,
2012/13,City University of Hong Kong,Research grants,New,Hong Kong — other,Number,64,
